"V1"	"V2"	"V3"	"V4"
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.997175141242938	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.000941619585687382	0.000941619585687382	0.997175141242938
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.000941619585687382	0.997175141242938	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
0.997175141242938	0.000941619585687382	0.000941619585687382	0.000941619585687382
