"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
